nameActor,DOB,gender,ethnicity,height,fbCharacterMap,fbCharacterID,fbActorID,careerLength,ageAtFirstMovie,fbID_movies,fbID_nominatedOscar,fbID_wonOscar
James Tolkan,1931-06-20,M,,1.68,/m/0cf_bv7,/m/0dgvp_v,/m/06rgyc,28.0,38.0,"['/m/01f7jt', '/m/07sfjx', '/m/08720', '/m/0ct1mh', '/m/04666r0', '/m/0705k1', '/m/0271t7s', '/m/02zxc7', '/m/08mszt', '/m/02pyzpt', '/m/0bt4g', '/m/01f7kl', '/m/018js4', '/m/0b3wn75', '/m/07kcz81', '/m/05gvpf']",,
James Whitmore,1921-10-01,M,,1.77,/m/05spq90,/m/0cb574d,/m/015qyf,52.0,27.0,"['/m/027rpym', '/m/078gv1', '/m/0fn2q1', '/m/0ghc1l', '/m/0d2k5v', '/m/077dw1', '/m/02vt5c', '/m/0963nv', '/m/0k2r1', '/m/0bxz8x6', '/m/02pv8qc', '/m/07jnt', '/m/0280_wh', '/m/0bz7ms', '/m/047ff6b', '/m/0kxf1', '/m/0b9z8s', '/m/06pm2z', '/m/057myy', '/m/09v72sp', '/m/08qzwt', '/m/0b73rp2', '/m/052qqx7', '/m/0bvbrzx', '/m/01s1wm', '/m/054_fh', '/m/03hh8kh']","['/m/0bxz8x6', '/m/0kxf1', '/m/0b9z8s']",
James Woods,1947-04-18,M,,1.803,/m/02vcptb,/m/0h1p2yl,/m/016ks_,39.0,24.0,"['/m/016z5x', '/m/02rrczt', '/m/02mc5v', '/m/0779m1', '/m/03y8fl0', '/m/0b8bmf', '/m/0779g3', '/m/0kv9s0', '/m/016kv6', '/m/0g3myp', '/m/02bqvb', '/m/04_1pjx', '/m/02wz1ch', '/m/0gqxgh', '/m/08481w', '/m/05zpkqr', '/m/09gl_g4', '/m/074rg9', '/m/03vyjr', '/m/02mgcm', '/m/03yl_ly', '/m/084nr2g', '/m/05zn1qg', '/m/033hmj', '/m/07tqdy', '/m/028_yv', '/m/04x4v5', '/m/05h4s5n', '/m/02wz47m', '/m/02rdf30', '/m/05sw5b', '/m/0d61ht', '/m/09ps01', '/m/016z9n', '/m/0bg8m21', '/m/0fk9kz', '/m/0bc_p3', '/m/047cvy4', '/m/026lgs', '/m/0386bw', '/m/05xxkz', '/m/079fp5', '/m/0pmjs', '/m/0kvfz9', '/m/098fq7', '/m/07799g', '/m/02_qt', '/m/0drp1s', '/m/0779kb', '/m/05b2376', '/m/03m6n7p', '/m/02r45m', '/m/01gvsn', '/m/05q7fg5', '/m/016017', '/m/01gglm', '/m/056xkh', '/m/0gj8r7p', '/m/03mhh8c', '/m/09cy6r', '/m/035s95', '/m/027_pxd', '/m/094zrc', '/m/073qj2']","['/m/016kv6', '/m/04x4v5', '/m/05b2376']",
Jameson Thomas,1888-03-24,M,,,/m/0hgv5dr,/m/0n5_rvh,/m/03d2_r4,7.0,,"['/m/0hgmm_l', '/m/0cz9mdy', '/m/0gh7_r4', '/m/07kjq3l', '/m/0cmctsh', '/m/0c5dd', '/m/080q7c_', '/m/04q6m9x', '/m/0czd_vx', '/m/0gndh', '/m/02vzd4l']",,
Jamey Sheridan,1951-07-12,M,,1.89,/m/05yrc7y,/m/05yrc80,/m/059m45,22.0,38.0,"['/m/05sqd7t', '/m/0bnynx', '/m/032xyp', '/m/0fl01k', '/m/02x5znr', '/m/09fc83', '/m/04f20d', '/m/084w8n', '/m/0gmblvq', '/m/0bmdcsr', '/m/062q6x', '/m/0f00sg', '/m/02pjbrj', '/m/0kvgxk', '/m/078sj4', '/m/05p900w']",,
Jami Gertz,1965-10-28,F,/m/041rx,1.651,/m/0220x12,/m/0h2sj1y,/m/03f6kv,25.0,15.0,"['/m/031ssn', '/m/032xrj', '/m/05b5s7k', '/m/02qpsx0', '/m/06zxw5', '/m/09gds5f', '/m/0dsgfd', '/m/03f6h5', '/m/04qsqf', '/m/098rst', '/m/026lky9', '/m/0f9slk', '/m/0fvcx9', '/m/0g55g1w', '/m/0ds6mlr', '/m/0ds6mlr', '/m/026vskz', '/m/01s7w3']",,
Jamie Bell,1986-03-14,M,/m/02w7gg,1.7,/m/0h1ny2l,/m/0h1ny2n,/m/04g81j,12.0,14.0,"['/m/0gfggdv', '/m/078fqr', '/m/08ldl8', '/m/0ds37np', '/m/02rb84n', '/m/07hfnm', '/m/08fn5b', '/m/07k88kp', '/m/02z0nhq', '/m/0bmfnjs', '/m/016mhd', '/m/049hgc', '/m/09bw4_', '/m/02dr9j', '/m/03m5vzd']",,
Jamie Chung,1983-04-10,F,/m/0f0gt_,1.67,/m/0cg74hr,/m/0gxrsfh,/m/03d9fsx,5.0,24.0,"['/m/03y7209', '/m/07sc6nw', '/m/0f2sx4', '/m/0dln8jk', '/m/0gx0z29', '/m/04n5zxd', '/m/03gqjng', '/m/0gfdpg8', '/m/0640m69', '/m/0cnx_5j']",,
Jamie Farr,1934-07-01,M,/m/0g48m4,,/m/03jr3tj,/m/0mv7dxj,/m/0mb_6,52.0,20.0,"['/m/01wb95', '/m/0122r8', '/m/036f91', '/m/06qh29', '/m/097hnd', '/m/04y6dgl', '/m/02sfnv', '/m/03lrqw', '/m/02hrfr', '/m/02pk8h', '/m/037bdh']",,
Jamie Foreman,1958-05-25,M,/m/0g96wd,1.68,/m/02vd447,/m/0j9ykfk,/m/08lncj,15.0,39.0,"['/m/02qlm6m', '/m/0gs973', '/m/04yg13l', '/m/05kx60', '/m/07jqjx', '/m/09_tf4', '/m/0h1fdyk', '/m/0413tm', '/m/05fgn4', '/m/0b098_', '/m/02x1wfj', '/m/052273g']",,
Jamie Foxx,1967-12-13,M,/m/0x67,1.78,/m/03ll0j6,/m/0270cqm,/m/01wmxfs,20.0,25.0,"['/m/02g_hn', '/m/0f3hv2', '/m/07p12s', '/m/072hxn', '/m/06_wqk4', '/m/0c0j58', '/m/03xf_m', '/m/03xf_m', '/m/0gwjw0c', '/m/03hp2y1', '/m/01719t', '/m/08521z1', '/m/08yd9n', '/m/08yd9n', '/m/0crd8q6', '/m/0f2hbj', '/m/06_w90f', '/m/03lq1y', '/m/03lq1y', '/m/06dw3c', '/m/0f3hz7', '/m/0fb7sd', '/m/03f7nt', '/m/03f7nt', '/m/04jb9v2', '/m/01gglm', '/m/07jxpf', '/m/0b1y_2', '/m/05h4_qt', '/m/034d47', '/m/04qkcl', '/m/03205n']","['/m/03xf_m', '/m/03xf_m', '/m/08yd9n', '/m/08yd9n', '/m/03lq1y', '/m/03lq1y', '/m/03f7nt', '/m/03f7nt']","['/m/03xf_m', '/m/08yd9n', '/m/03lq1y', '/m/03f7nt']"
Jamie Kennedy,1970-05-25,M,/m/033tf_,1.84,/m/09vm9nl,/m/0h2y_n8,/m/02pzck,15.0,26.0,"['/m/06zqzrw', '/m/01cssf', '/m/05n_15s', '/m/0c0j58', '/m/03vn8x', '/m/01bb9r', '/m/02v5_g', '/m/02rwgn6', '/m/02v63m', '/m/0prrm', '/m/06f18v', '/m/03fr7b', '/m/02rd7cn', '/m/0153xc', '/m/0sy44', '/m/0gwn_6', '/m/0805k9l', '/m/072vmw', '/m/04_73f', '/m/04zs23']",,
Jamie Lee Curtis,1958-11-22,F,/m/048z7l,1.75,/m/0jz34_,/m/09mpv9,/m/0hwqz,33.0,19.0,"['/m/05gmn3', '/m/011xrr', '/m/06y60c', '/m/051_sx', '/m/03tb_8', '/m/0m3gy', '/m/04l5bx', '/m/02l11z', '/m/02rr_zv', '/m/07h_rj', '/m/02qzt15', '/m/031smq', '/m/02qr3k8', '/m/01sxly', '/m/0gj8r0x', '/m/01k866', '/m/0kvg23', '/m/0d7w7t', '/m/08nbyvf', '/m/034v83', '/m/02r53vq', '/m/0hwpz', '/m/067l_r', '/m/0kv7sg', '/m/0bb2jj', '/m/01ggr0', '/m/06bk1y', '/m/05blpn', '/m/02w6fd_', '/m/0h290db', '/m/03c901s', '/m/06d5sb', '/m/07mn2j', '/m/08qnj6']",,
Jamuna,1936-08-30,F,,,/m/0gvzcjg,/m/0h8c7bd,/m/03mghw3,29.0,19.0,"['/m/0c41tt3', '/m/0b6lvzl', '/m/0h_dw39', '/m/0b74hjz', '/m/07kjcv2', '/m/0h1cpdt', '/m/04gmv93', '/m/0b6dspt', '/m/0bh93g8', '/m/055gnk5', '/m/02r1ft_', '/m/0j_3mqm']",,
Jan Decleir,1946-02-14,M,,,/m/0djzj2v,/m/0kclhhw,/m/04qjng,40.0,25.0,"['/m/0djzj0n', '/m/026m43r', '/m/0ch4xg0', '/m/0cykzs', '/m/05sxsrg', '/m/0j7jr_f', '/m/03cqt5_', '/m/03qlb29', '/m/0gj77j2', '/m/05zxpbc', '/m/05t0jwx']",,
Jan Rubes,1920-06-06,M,,,/m/0cf_r8h,/m/0h6dpd_,/m/0bvw_w,48.0,30.0,"['/m/03qj86j', '/m/080q9fn', '/m/029p20', '/m/06_2q4', '/m/0bpbgy', '/m/0llcx', '/m/0d8vt_', '/m/04cx99m', '/m/091f4r', '/m/08pfr9', '/m/043p6lh', '/m/0464n24', '/m/0279jlm']",,
Jan Sterling,1921-04-03,F,,1.68,/m/0cg41my,/m/0ggh7gk,/m/02ptt8,10.0,27.0,"['/m/019l4g', '/m/0bltx8', '/m/072rvk', '/m/05d_r6', '/m/05zykls', '/m/0bh773c', '/m/02pqs76', '/m/02v__78', '/m/03wczqc', '/m/05zhkq4', '/m/09pgkmh', '/m/05p15br']","['/m/05d_r6', '/m/05zykls']",
Jan Tříska,1936-11-04,M,/m/013s3n,,/m/0btmkzw,/m/0cgk1w4,/m/09df8c,39.0,30.0,"['/m/0g5qth', '/m/0cmdqlp', '/m/0gff0mv', '/m/04cx0gd', '/m/04gcyg', '/m/02pkfmy', '/m/094b2s', '/m/075ztz', '/m/0fslk3', '/m/03hhx7j']",,
Jan van Dommelen,1878-04-28,M,,,/m/0m_qqfy,/m/0m_qqg0,/m/05zln80,15.0,,"['/m/05zztx6', '/m/05zrv0b', '/m/05zrv0b', '/m/05zhm22', '/m/05zk05g', '/m/05zk05g', '/m/05zk05g', '/m/05zlsp0', '/m/05zl1kt', '/m/05zm4cb', '/m/05zjk3h', '/m/05zmwd7', '/m/05zk17l', '/m/05zz6cc', '/m/05ztgtn', '/m/05zjwhh', '/m/05zts6q', '/m/05zn8bg', '/m/05ztm0f', '/m/05ztm0f', '/m/05ztm0f', '/m/05ztm0f', '/m/05zt3fm', '/m/05zznkj', '/m/05zmdvt', '/m/05zt50p', '/m/05zlsx7', '/m/05ztjq0', '/m/05zvjtn', '/m/05zzl1_', '/m/05zxfc6', '/m/05zqwrd', '/m/05zs5h0', '/m/05zwdk4', '/m/05zwg3q', '/m/05zkr3g', '/m/05zq7mr', '/m/05z_v3p', '/m/05zj_4l', '/m/05zrb1j', '/m/05ztmm8']",,
Jan-Michael Vincent,1944-07-15,M,,1.79,/m/02vd8fw,/m/0h2sh4d,/m/06c474,22.0,25.0,"['/m/04fpr4', '/m/04n1fzy', '/m/05zkl_n', '/m/02x18z', '/m/0ckydh', '/m/0cp1d65', '/m/0bz7py', '/m/0f46zk', '/m/0gylvm', '/m/05c22fj', '/m/03cvdtp', '/m/02rzh9y', '/m/0b6kr_7', '/m/027sk0z', '/m/06cvfv']",,
Janagaraj,1945,M,,,/m/0gw049p,/m/0h7187v,/m/0cdrb9,26.0,33.0,"['/m/0fpggm1', '/m/04q7k8p', '/m/04g1k_w', '/m/02qkzsm', '/m/06zrx4x', '/m/02qk_9g', '/m/02r1cp6', '/m/02r1d39', '/m/0hrfz10', '/m/0j7jv63', '/m/0j_6gnr', '/m/07kdry5', '/m/02qkn81', '/m/0kvdp4', '/m/09gcrzz', '/m/05q9qvw', '/m/0h3wg9l', '/m/086z55', '/m/0g7t0m', '/m/0c6y8m', '/m/0h_cnps', '/m/0j_3643', '/m/0d41pf']",,
Janardhanan,1946,M,,,/m/0gb06x8,/m/0ggkrf0,/m/09v4c6p,25.0,40.0,"['/m/0b6gzk0', '/m/05mtv6l', '/m/0ch5nlc', '/m/0dlkcvt', '/m/04gkzx8', '/m/0b6pbt6', '/m/0bmg7sj', '/m/0bbzqk9', '/m/0ff5zt', '/m/0bwmhs5', '/m/02x914r', '/m/09rs4ng', '/m/0h9l6gz', '/m/0bhbfb4']",,
Jane Adams,1965-04-01,F,,1.65,/m/02h7kk1,/m/02nwhl3,/m/060nf4,65.0,-18.0,"['/m/071nw5', '/m/02q56mk', '/m/02vlj62', '/m/0djb3vw', '/m/06wp7r', '/m/03vyw8', '/m/014zwb', '/m/04mz789', '/m/094g2z', '/m/03jr46', '/m/0cnbr7x', '/m/091f4r', '/m/02mt51', '/m/03nptlw', '/m/04k9y6', '/m/06m0gr', '/m/03cp0zq', '/m/027phcd', '/m/028kj0', '/m/0c57yj']",,
Jane Alexander,1939-10-28,F,,1.69,/m/065s4n9,/m/065s4nd,/m/01fx5l,41.0,30.0,"['/m/05p1j8q', '/m/01k5_t', '/m/02r0zcf', '/m/0c17cr', '/m/0d_9_j4', '/m/02rdvz1', '/m/05c2j5_', '/m/0cn_srj', '/m/0brfmn', '/m/09dq8d', '/m/027t50w', '/m/083shs', '/m/0gy0n', '/m/04lgyqk', '/m/062qg9', '/m/0db67w', '/m/07626w', '/m/08wrlb', '/m/043tvp3', '/m/034vkz', '/m/04gh2y9', '/m/026tng3', '/m/0b4lkx', '/m/03wgd47', '/m/04gghr1']","['/m/01k5_t', '/m/026tng3', '/m/0b4lkx', '/m/04gghr1']",
Jane Birkin,1946-12-14,F,,1.73,/m/0gcssjf,/m/0gg29bs,/m/0lkf1,43.0,20.0,"['/m/0crhcr0', '/m/04yh87j', '/m/02psrsh', '/m/0cmddbx', '/m/0c0mlds', '/m/029p7z', '/m/0fhg1g', '/m/06_x3lb', '/m/0h1bvz9', '/m/076v5d3', '/m/06wbclh', '/m/0805_gf', '/m/0464mb2', '/m/0ckrnn', '/m/0ctpnp', '/m/0by1csw']",,
Jane Curtin,1947-09-06,F,,1.638,/m/05t9km0,/m/0h5q247,/m/0p_93,22.0,39.0,"['/m/03ynwqj', '/m/0g1x18', '/m/05yxmk', '/m/01dc46', '/m/0dyy60', '/m/07193f', '/m/0d88pf', '/m/04vr2x', '/m/0cw896', '/m/026c7sp', '/m/07yp85']",,
Jane Darwell,1879-10-15,F,,,/m/0n1zyj8,/m/0n1zyjc,/m/039nmy,25.0,,"['/m/06w2dvn', '/m/02pn80f', '/m/019l4g', '/m/07777g', '/m/026dyt', '/m/03d8tdv', '/m/083skw', '/m/04jphry', '/m/05nzw8m', '/m/027z4mt', '/m/04ld_hm', '/m/09v4gzg', '/m/026v7s3', '/m/0bykpk', '/m/06xtz3', '/m/04cwvcw', '/m/09vrnj', '/m/0glq0', '/m/02665zq']","['/m/026dyt', '/m/0bykpk']","['/m/026dyt', '/m/0bykpk']"
Jane Fonda,1937-12-21,F,/m/013xrm,1.73,/m/0k4q0d,/m/02nwnk6,/m/0h1mt,49.0,24.0,"['/m/015wf0', '/m/01kp4q', '/m/063drh', '/m/015qqg', '/m/0466pq8', '/m/053g70s', '/m/0p_qr', '/m/02s9k_', '/m/04x49m', '/m/02q7vpv', '/m/03nqnnk', '/m/0gycy40', '/m/0cbvhr', '/m/04ltx7', '/m/02qr3k8', '/m/03hj3b3', '/m/07qc08', '/m/026s_ky', '/m/04j315v', '/m/0g56wp_', '/m/01fwzk', '/m/084w8n', '/m/015gm_', '/m/066z5r', '/m/0kvgws', '/m/02q_h_5', '/m/0bq6cf', '/m/0kvg5n', '/m/07j77p', '/m/06fs5z', '/m/07zybm', '/m/0c_txt', '/m/06cs3l', '/m/02wbs5v']","['/m/015wf0', '/m/01kp4q', '/m/015qqg', '/m/0p_qr', '/m/04x49m', '/m/03hj3b3', '/m/07qc08', '/m/01fwzk', '/m/0kvgws', '/m/0bq6cf', '/m/07j77p', '/m/06fs5z']","['/m/0p_qr', '/m/04x49m', '/m/0kvgws', '/m/0bq6cf']"
Jane Greer,1924-09-09,F,,1.65,/m/0hps8f2,/m/0hps8f5,/m/05xlpf,42.0,22.0,"['/m/09pgkyl', '/m/0f0r2z', '/m/05h4s5n', '/m/0c5hh6', '/m/0cmd0sf', '/m/026y03w', '/m/09pgl4g', '/m/02r45m', '/m/06chz_', '/m/0283413']",,
Jane Horrocks,1964-01-18,F,,1.57,/m/0bpjd_7,/m/0h5pktx,/m/013zs9,22.0,25.0,"['/m/08s6ry', '/m/02qh4yp', '/m/050xtv', '/m/0ddhlqq', '/m/02pmcp1', '/m/04_1pjx', '/m/06tydt', '/m/0b6fw_r', '/m/0dxt12', '/m/07jc0j', '/m/050xxm', '/m/050xxm', '/m/01pv91', '/m/0gjdgc6', '/m/0h1bp8w']",,
Jane Krakowski,1968-10-11,F,,1.64,/m/0cf_sy2,/m/0h2xfy5,/m/01qr1_,26.0,14.0,"['/m/0yx7h', '/m/0270k40', '/m/02vrjbq', '/m/02qz4w7', '/m/0456zg', '/m/0fz9t5', '/m/0c1tf6', '/m/0c1tf6', '/m/02slnt', '/m/02k325', '/m/0dpkd7', '/m/02wgbb', '/m/092h0k', '/m/092h0k', '/m/053xl7j', '/m/06w839_', '/m/086tz1', '/m/073qj2']",,
Jane Lynch,1960-07-14,F,,1.83,/m/07t4g9d,/m/0gygtn9,/m/07m77x,25.0,27.0,"['/m/04f2rzb', '/m/08952r', '/m/0h2d0rh', '/m/0dg69f', '/m/01qx3f', '/m/02stbw', '/m/0b8bmf', '/m/026k503', '/m/026k503', '/m/04n6500', '/m/04lh76l', '/m/0416y94', '/m/05c47gr', '/m/02825cv', '/m/03h2kkl', '/m/02vrjbq', '/m/08521z1', '/m/0cc97st', '/m/0h2yjgs', '/m/03gtd2z', '/m/065_cjc', '/m/027j9wd', '/m/02r4y3t', '/m/05znxx', '/m/0h1fktn', '/m/06fpsx', '/m/0888c3', '/m/0640rry', '/m/03b_fm5', '/m/0h5nw9', '/m/02qydsh', '/m/02rntpp', '/m/02qtjr0', '/m/043q7k0', '/m/04k9y6', '/m/0gmd_x4', '/m/03k93x', '/m/06hcsf', '/m/0c07c5', '/m/02ht1k']",,
Jane March,1973-03-20,F,/m/03m3p6w,1.57,/m/0h36kgp,/m/0h36kgr,/m/03djff,19.0,18.0,"['/m/05szq8z', '/m/0dq7ft', '/m/0g_k8vt', '/m/027x6y4', '/m/04grv4', '/m/04grv4', '/m/03c1_jf', '/m/03hm_l4', '/m/07nnp_', '/m/0b77ymg', '/m/02vnhzl']",,
Jane Russell,1921-06-21,F,,1.7,/m/0k08y8,/m/0h297lw,/m/02w3l1,27.0,21.0,"['/m/06vf_w', '/m/09n2mk', '/m/0262z6', '/m/05zv0n1', '/m/0h7nwmg', '/m/0gy5dn', '/m/0dmgm2', '/m/04n2b8', '/m/0dmkqz', '/m/06yx8g', '/m/04xv7k', '/m/06424pk', '/m/0dmfn3', '/m/04yd5_7', '/m/0gmg0w3']",,
Jane Seymour,1951-02-15,F,/m/0dj8k3,1.61,/m/02vc8mp,/m/0bdr2j,/m/0ck91,38.0,22.0,"['/m/07xxt4', '/m/0fqnq4_', '/m/064lgjs', '/m/0gg6bz9', '/m/05q8h50', '/m/0g5pvv', '/m/03nqpkc', '/m/04q4fh', '/m/0cnbrgy', '/m/04yc76', '/m/03p_np']",,
Jane Wyatt,1910-08-12,F,,1.67,/m/0jzl02,/m/0n1tq5f,/m/02thfq,49.0,26.0,"['/m/0917bx', '/m/09n9rnk', '/m/0gmgx2_', '/m/012jbg', '/m/087gbk', '/m/0gnsx', '/m/05q9pvd', '/m/0661067', '/m/03cdgpr', '/m/0m5s5', '/m/06zvtw', '/m/0bbfb18', '/m/03ydc0j', '/m/06zst97']",,
Jane Wyman,1917-01-05,F,,1.59,/m/0mzsntp,/m/0n5lbww,/m/01933d,41.0,21.0,"['/m/0hzn75p', '/m/06kcv7', '/m/02x57g2', '/m/0b1js7j', '/m/05m_167', '/m/0b77r3t', '/m/01r7ny', '/m/03yl_ly', '/m/0cjwhb', '/m/02q8vkz', '/m/08njw9', '/m/0b767nk', '/m/0ktrx', '/m/0b77gzw', '/m/0dlfx9', '/m/0jt9b3z', '/m/07kd0k_', '/m/0dt03w', '/m/03h0zbm', '/m/05p2flt', '/m/09n9rmx', '/m/019l6s', '/m/0hv6h']","['/m/0cjwhb', '/m/0ktrx', '/m/019l6s']",
Janeane Garofalo,1964-09-28,F,/m/0xnvg,1.55,/m/0cf_lnq,/m/0h0y22x,/m/015p37,19.0,24.0,"['/m/06h9xs', '/m/026y_nt', '/m/04y2j6', '/m/0dg69f', '/m/08f_z2', '/m/05632r', '/m/0c50k1', '/m/01cms4', '/m/0274ft', '/m/05fw0j', '/m/04yccl', '/m/03259y', '/m/01r6s5', '/m/06r6r_', '/m/02gs6r', '/m/0947tg', '/m/0fkn6k', '/m/03lrht', '/m/03x7hd', '/m/0dy5cg', '/m/04d5_k', '/m/02fjzg', '/m/02rv7cr', '/m/05pr8b', '/m/02pns_j', '/m/0fvvc5', '/m/08gv6s', '/m/02qq_kx', '/m/0461xw', '/m/04y866m', '/m/0417k8', '/m/037j_8', '/m/01z7v5', '/m/0p9lw', '/m/034d47']",,
Janet Gaynor,1906-10-06,F,,1.52,/m/02tbdvl,/m/0cgrmvl,/m/0cf3c,12.0,19.0,"['/m/0281fyy', '/m/02rzy2t', '/m/027thqw', '/m/09d37z', '/m/02825n2', '/m/03wcq9k', '/m/027swb3', '/m/03y6cy8', '/m/0281qgg', '/m/05q9sdy', '/m/027l_6j', '/m/027bjzg', '/m/0281q77', '/m/0281dvh', '/m/027bjjq', '/m/0281qq0', '/m/0281rqb', '/m/027tgr6', '/m/02811zj', '/m/0173lb', '/m/0281rwh']",['/m/09d37z'],
Janet Leigh,1927-07-06,F,,1.66,/m/0h4zz20,/m/0h4zz23,/m/01hkck,51.0,20.0,"['/m/09gj_hn', '/m/0cwz_v', '/m/0dr_y0m', '/m/056lgv_', '/m/056lgv_', '/m/0gttg3r', '/m/0fn2q1', '/m/051_sx', '/m/03tb_8', '/m/0gkfw8', '/m/072rvk', '/m/0gpsrt', '/m/0bbxgr4', '/m/0cv52q', '/m/04g2qcv', '/m/0gh55l', '/m/05z7c', '/m/0b6dv78', '/m/03cx6lb', '/m/06sjfr', '/m/09n9rr1', '/m/047lfqr', '/m/0b44crh', '/m/0b6_pt', '/m/0gf_yx', '/m/026_24c', '/m/0fy66', '/m/0h1kp', '/m/09n21y', '/m/03whqw5', '/m/08fm2t', '/m/05d_nr', '/m/0dd3b1']","['/m/0fn2q1', '/m/05z7c']",
Jang Dong-gun,1972-03-07,M,/m/01xhh5,1.8,/m/0h6gg9z,/m/0h2m2gf,/m/04dhn9,13.0,26.0,"['/m/0h64hw4', '/m/0h3qp0x', '/m/05j44s', '/m/0h3vzxj', '/m/08jf41', '/m/064kjlz', '/m/09y1lc', '/m/0h1ff3p', '/m/09_33n', '/m/03rdg6']",,
January Jones,1978-01-05,F,,1.68,/m/0gd4v69,/m/0gd4v6d,/m/03v1jf,11.0,22.0,"['/m/0bmch_x', '/m/0cd2vh9', '/m/09z2yf', '/m/03wmd4', '/m/020bv3', '/m/02d003', '/m/04xnct', '/m/08vf4y', '/m/0c8flq', '/m/01k0xy', '/m/04325d', '/m/04325d', '/m/09jkgs', '/m/0h15w5l']",,
Jared Harris,1961-08-24,M,/m/02w7gg,1.797,/m/0jxnbn,/m/0h5m2fp,/m/044lyq,22.0,27.0,"['/m/07jn86', '/m/06w5jv7', '/m/02qlp4', '/m/02ww0q4', '/m/080jn6w', '/m/024j4p', '/m/08489x', '/m/03cwwl', '/m/03q349', '/m/059rc', '/m/0cc7kxx', '/m/0bw7hb', '/m/07kgfgx', '/m/03c55y1', '/m/0dlngsd', '/m/03qhxn_', '/m/026p4q7', '/m/0symg', '/m/0symg', '/m/03jr46', '/m/02tgz4', '/m/09zqc0', '/m/05wt50', '/m/04g3m2', '/m/05k4my', '/m/034d5_', '/m/03tpl2', '/m/0418wg', '/m/0286vp', '/m/03tflm', '/m/050r1z', '/m/05zr7m', '/m/034bm_', '/m/04wfsb']",,
Jared Leto,1971-12-26,M,,1.75,/m/02vcx_6,/m/040_ynj,/m/02fybl,15.0,22.0,"['/m/0d2pd7', '/m/0cqr0q', '/m/07k2mq', '/m/011ysn', '/m/03yvf2', '/m/03c6f0_', '/m/08r52w', '/m/05g8f8', '/m/05rw58', '/m/098s2w', '/m/02vz6dn', '/m/03rhhk', '/m/0gdvzy', '/m/07twr5', '/m/07kx95', '/m/029xhb', '/m/0c121w', '/m/049mql']",,
Jason Alexander,1959-09-23,M,,1.64,/m/0k34t7,/m/0bfw2v3,/m/01w0yrc,26.0,26.0,"['/m/01__75', '/m/04g2tdb', '/m/03y8fl0', '/m/0h2d0rh', '/m/06xz7w', '/m/0241y7', '/m/014l6_', '/m/05yxmk', '/m/03rtz1', '/m/0341c5', '/m/0cm95wt', '/m/02gypn', '/m/027fy8s', '/m/040ns1', '/m/04ctwyf', '/m/04d5_k', '/m/05p53b6', '/m/03c_9wp', '/m/05rr1_', '/m/0df7k7', '/m/0bnqf7', '/m/02x2ssn', '/m/0c5g3b', '/m/0gg4qj8', '/m/01_5ph', '/m/092h0k', '/m/07lz26', '/m/0bwlwgn']",,
Jason Bateman,1969-01-14,M,,1.8,/m/0csgz78,/m/0gy2stw,/m/032xhg,24.0,18.0,"['/m/09v460', '/m/032wmz', '/m/04lfwh3', '/m/08wnmb', '/m/0b7l4x', '/m/02x2jl_', '/m/0dddhtz', '/m/0fy59g', '/m/034qrh', '/m/02825kb', '/m/0h7l_lk', '/m/0crd8q6', '/m/06zpn7v', '/m/055pkry', '/m/07qbrc', '/m/09yygs', '/m/065_cjc', '/m/01mqjj', '/m/02rv_dz', '/m/0hn88cy', '/m/07mpbj', '/m/02q4k57', '/m/04zwwhf', '/m/0fb7sd', '/m/03bx2lk', '/m/02ntb8', '/m/06_x996', '/m/05h4qj4', '/m/078958', '/m/0g0x9c', '/m/02ryz24', '/m/05zpghd', '/m/03clwtw', '/m/0c2pz3', '/m/02vrgnr']",,
Jason Biggs,1978-05-12,M,/m/0xnvg,1.765,/m/040mtsp,/m/0hp2_mt,/m/02g87m,21.0,13.0,"['/m/03gy1gr', '/m/02y_b3l', '/m/07n9mc', '/m/04xnsh', '/m/01k0vq', '/m/047pn2w', '/m/0gtsx8c', '/m/0prrm', '/m/07yp01', '/m/07pd_j', '/m/0cny6gf', '/m/03hhhx_', '/m/01k0xy', '/m/02drxn', '/m/02r0cgz', '/m/02qzh2']",,
Jason Clarke,1969-07-17,M,/m/0bbz66j,,/m/0crt3n_,/m/0gxnb41,/m/0cbz_h,13.0,31.0,"['/m/04gsxgr', '/m/0ch2k69', '/m/03b_h1l', '/m/04g0l9z', '/m/0g3zrd', '/m/0dscbc2', '/m/0j43swk', '/m/01l2qq', '/m/0dwc_c', '/m/0gfh84d', '/m/0gtt5fb']",,
Jason Davis,1984-10-14,M,,,/m/04hv53f,/m/0kx9njw,/m/0dcwjc,13.0,16.0,"['/m/0dyy5b', '/m/08952r', '/m/0dyy82', '/m/0dyy82', '/m/0dyy60', '/m/05sw5b', '/m/05sw5b', '/m/026mfbr', '/m/02gpkt', '/m/02q7lw0', '/m/0h15w5l', '/m/0h15w5l']",,
