nameActor,DOB,gender,ethnicity,height,fbCharacterMap,fbCharacterID,fbActorID,careerLength,ageAtFirstMovie,fbID_movies,fbID_nominatedOscar,fbID_wonOscar
Rita Hayworth,1918-10-17,F,/m/033tf_,1.68,/m/02vb5mn,/m/0jzpcmq,/m/01pl9g,30.0,19.0,"['/m/0270xln', '/m/04n36jc', '/m/04q32q2', '/m/0h4d0w', '/m/0bmd1gm', '/m/0cx7_6', '/m/02py1_y', '/m/0bxzzd', '/m/0278lbk', '/m/08xn0j', '/m/02z3sx0', '/m/05md6s', '/m/0bx_0v', '/m/02rpzn', '/m/0bx_2z', '/m/02qxlr7', '/m/0bxz_g']",,
Rita Johnson,1912-08-13,F,,,/m/0czxt9p,/m/0lb7nd4,/m/0782yf,11.0,25.0,"['/m/0czb9qq', '/m/09xtzz', '/m/0b6h2p9', '/m/047s18j', '/m/09sc0xg', '/m/02qbkrt', '/m/0281hvt', '/m/0dwmxs', '/m/02qb6gv', '/m/0bbd7r', '/m/06m04p']",,
Rita Moreno,1931-12-11,F,,1.57,/m/04ht_bq,/m/0h2qd9c,/m/01x209s,49.0,24.0,"['/m/07s7nh_', '/m/03ccf36', '/m/0g5f2j', '/m/03qhcv5', '/m/0583ykf', '/m/0kv083', '/m/05s_gny', '/m/0ccd3x', '/m/03sph5', '/m/0bcndz', '/m/02p16n', '/m/080cscw', '/m/0gmg0w3']","['/m/0583ykf', '/m/0ccd3x']","['/m/0583ykf', '/m/0ccd3x']"
Rita Tushingham,1942-03-14,F,,1.562,/m/04j1qfn,/m/0n63_xf,/m/04jdwp,46.0,23.0,"['/m/07s861b', '/m/0glbqt', '/m/03mjst', '/m/0gtn36', '/m/0g_k8sr', '/m/043m98y', '/m/02qxnh8', '/m/0c1wwq', '/m/080lv9k', '/m/0cvy99', '/m/03c50v0']",,
Rita Wilson,1956-10-26,F,/m/038723,1.72,/m/0cry12m,/m/0h15wlg,/m/044zvm,45.0,9.0,"['/m/01gzln', '/m/0pvms', '/m/06h9xs', '/m/078fqr', '/m/07_466', '/m/04gz04', '/m/0c9t0y', '/m/065f9t', '/m/04pbq7', '/m/0kvdwp', '/m/083ccb', '/m/08vf4y', '/m/04lq39', '/m/0ck_0f', '/m/03qhxn_', '/m/076tq0z', '/m/05vmrs', '/m/0glg3qc', '/m/0d0stl', '/m/03nx8mj', '/m/0c00zd0', '/m/0bnx92']",,
Riteish Deshmukh,1978-12-17,M,,1.79,/m/06wksjs,/m/07zpd52,/m/07c90c,9.0,24.0,"['/m/06w7l0s', '/m/0273d78', '/m/0f42nz', '/m/027yfk2', '/m/0bbysg1', '/m/08mddb', '/m/0gwymds', '/m/080mt0', '/m/076w0yj', '/m/0g9v8d1', '/m/053j8c6', '/m/02x01k0', '/m/0d5w2q', '/m/026s9vw', '/m/02pjd90', '/m/0cb0z1', '/m/0d2xnb', '/m/026nzqc', '/m/06_w18q', '/m/0278r7d', '/m/0ds095', '/m/0bbzxpz', '/m/02pjb0h', '/m/027y5ys', '/m/0gmfrny']",,
Rituparna Sengupta,1971-11-07,F,/m/0bpjh3,,/m/0h8026b,/m/0h8026d,/m/068zjd,17.0,23.0,"['/m/06w7l0s', '/m/0b775_p', '/m/0h_c5n2', '/m/0bbyptx', '/m/04lht_n', '/m/043jlv4', '/m/0dlk5ph', '/m/03b_xvd', '/m/05fb189', '/m/0glqy15', '/m/04zykvh', '/m/0cm7tjs', '/m/0fq065p', '/m/09g6wy2', '/m/0g54yh8', '/m/04n14pr', '/m/04f_hl2', '/m/06zqwh8', '/m/0bs8377', '/m/0bmdn12', '/m/0412tyl', '/m/04zvqtd', '/m/080dbzb', '/m/0ch2g6b', '/m/07kb_n5', '/m/04lf3fs']",,
River Phoenix,1970-08-23,M,/m/041rx,1.78,/m/0448qqk,/m/03ttl,/m/015076,10.0,13.0,"['/m/0dnqr', '/m/0g9wv6s', '/m/0m2kd', '/m/04m91p', '/m/02vrpz', '/m/02nwz8', '/m/06m1b6', '/m/0gy0kz', '/m/04f_47p', '/m/0kvgtf']",,
Riya Sen,1981-01-24,F,/m/0dryh9k,1.55,/m/040k0tw,/m/0h0txjh,/m/054ypw,12.0,18.0,"['/m/02z44lr', '/m/0b74168', '/m/09dly_', '/m/02q8mhp', '/m/03h2wlv', '/m/0h0ty83', '/m/0h0ty83', '/m/04sw1f', '/m/0h0tytc', '/m/026s9vw', '/m/02qdmcr', '/m/0kv0qm', '/m/06zqwh8', '/m/0h54z2', '/m/07k70wm', '/m/0gvv7n8', '/m/0277h85']",,
Riyaz Khan,1972-09-09,M,/m/01rv7x,,/m/0gw42gh,/m/0h737vh,/m/04645zm,8.0,29.0,"['/m/0gh6h9x', '/m/0gq00s', '/m/0ds06t4', '/m/0cg0kc', '/m/09g6v5y', '/m/0ghw_p', '/m/0808rtv', '/m/0by0fwm', '/m/0bwh9px', '/m/05f4rtb', '/m/02rtcn5', '/m/02z1zp9', '/m/0b6hpqc', '/m/08n4__', '/m/03qlkyj', '/m/03qf7q_', '/m/0h3qqx6', '/m/09g6klx']",,
Rob Corddry,1971-02-04,M,,1.8,/m/0j4n3my,/m/0h2y4xd,/m/04j_gs,7.0,35.0,"['/m/0gy15f9', '/m/09b4sb', '/m/02y_b3l', '/m/0gx1bnj', '/m/04yg_nh', '/m/0h2yjgs', '/m/047pn2w', '/m/02rg_b7', '/m/03c3vl6', '/m/064p5bf', '/m/0fvvc5', '/m/0c3wq27', '/m/026nx8l', '/m/026mfdt', '/m/0gldyz', '/m/0bs3vgr', '/m/05c2s03']",,
Rob Lowe,1964-03-17,M,,1.8,/m/0g4xv8d,/m/0gyfhvb,/m/01ggc9,29.0,18.0,"['/m/0dlksj_', '/m/03rl2l', '/m/02z7hw_', '/m/01k1k4', '/m/09f03r', '/m/06__m6', '/m/0kbwb', '/m/080pqkr', '/m/07mp6m', '/m/0gx0z29', '/m/0646v_', '/m/09fc83', '/m/02v_mx', '/m/051f05', '/m/0d9jjx', '/m/08xxwl', '/m/013q07', '/m/013q0p', '/m/026lgs', '/m/0gtvl2b', '/m/04y20p', '/m/03qkkt0', '/m/034vkz', '/m/05h48cz', '/m/03dxs5', '/m/0c9nbz', '/m/09ykqc', '/m/01_41z', '/m/081q6m', '/m/05zpghd', '/m/072vmw']",,
Rob Paulsen,1956-03-11,M,,1.79,/m/02vdf0w,/m/05v74qq,/m/031c2r,28.0,27.0,"['/m/07kwyt', '/m/05m6pc', '/m/08gshh', '/m/0by91_', '/m/0d53kr', '/m/072vqm', '/m/0bs7_5', '/m/0bs16n', '/m/0844ht', '/m/075mg_', '/m/075mg_', '/m/075mg_', '/m/026k503', '/m/026k503', '/m/076zmfd', '/m/0g491b', '/m/0281xhg', '/m/0cc8jng', '/m/05f7xf', '/m/0b8lyy', '/m/0fnrwd', '/m/0fnrwd', '/m/0fnrwd', '/m/0fnrwd', '/m/0bk2pk', '/m/05dhdm', '/m/07yb1s', '/m/07yb1s', '/m/07yb1s', '/m/014d_k', '/m/030001', '/m/0hgl970', '/m/0dfr5v', '/m/02r_d7b', '/m/04qbhwn', '/m/0cg_vf', '/m/0kvf09', '/m/092yw1', '/m/092yw1', '/m/0813q9', '/m/07s1jb', '/m/014f1c', '/m/08_d24', '/m/0bz3r4', '/m/02x062t', '/m/070h4g', '/m/08vsmy', '/m/02vvl39', '/m/02vvl39', '/m/029qy2', '/m/04cy8y', '/m/092q6z', '/m/0c4bjm', '/m/0kv06k', '/m/09dsv5', '/m/09q1gp', '/m/0352yq', '/m/0352yq']",,
Rob Reiner,1947-03-06,M,/m/041rx,1.88,/m/0k3dg6,/m/0h2ptf2,/m/06jz0,39.0,19.0,"['/m/01gzln', '/m/03y8fl0', '/m/02_1sj', '/m/06fhhh', '/m/0b7s6y', '/m/04zzf2w', '/m/018f9n', '/m/02dxwj', '/m/0chxcp', '/m/02v_g8n', '/m/0ck_0f', '/m/07x6zk', '/m/0fdc1_', '/m/0fdc1_', '/m/0h2xyn', '/m/02rv7cr', '/m/0421ng', '/m/0d0stl', '/m/087ml1', '/m/0pdp8', '/m/05mxns9', '/m/02q7fl9', '/m/01s1wm', '/m/069t4y', '/m/0gpt6_', '/m/0bbw8h3']",,
Rob Riggle,1970-04-21,M,,1.91,/m/0k3fl_8,/m/0k6_f6k,/m/05gv6v,7.0,36.0,"['/m/0gwndqr', '/m/08952r', '/m/05m_jsg', '/m/0hncnxv', '/m/07kj851', '/m/05p1tzf', '/m/087wc7n', '/m/026mfbr', '/m/09v5pqh', '/m/065_d38', '/m/026nx8l', '/m/0ds2l81', '/m/087vnr5', '/m/0c00zd0', '/m/0bq8tmw']",,
Rob Schneider,1963-10-31,M,/m/048z7l,1.7,/m/0csdcgg,/m/0h1619r,/m/01fyzy,21.0,27.0,"['/m/09v460', '/m/0615_9', '/m/01h3y_', '/m/03m9r4b', '/m/02zzbh', '/m/0gy69wr', '/m/074w86', '/m/07b1gq', '/m/034qmv', '/m/05s14k', '/m/0f2sx4', '/m/07zsmk', '/m/034v28', '/m/0gls5v_', '/m/02m7tn', '/m/02pqlg6', '/m/01r35n', '/m/05c2tnq', '/m/087pfc', '/m/0640m69', '/m/02hxhz', '/m/02f6g5', '/m/04yfxd', '/m/09mcdk', '/m/0bbqyd', '/m/02qdrjx', '/m/01x_hw', '/m/02ph9tm', '/m/0bjdfv']",,
Robbie Coltrane,1950-03-30,M,/m/03lmx1,1.854,/m/02tb8lg,/m/02_sg,/m/06ltr,32.0,29.0,"['/m/016ywb', '/m/0c6lk5', '/m/02x5xdw', '/m/02q8ms8', '/m/03hxsv', '/m/026gb4w', '/m/02w8gsb', '/m/031786', '/m/06n4_l', '/m/0407yfx', '/m/03by30b', '/m/0gqnn5', '/m/06116h', '/m/031hcx', '/m/07grkx', '/m/03gs2yt', '/m/0h3n81m', '/m/01ym8z', '/m/02psj5f', '/m/05jvry', '/m/0cd3kf', '/m/0gvsynb', '/m/01npcx', '/m/027306b', '/m/076zs0', '/m/031778', '/m/03177r', '/m/0164qt', '/m/02p6c9c', '/m/02nx2k', '/m/0fymdp', '/m/085bd1', '/m/0crdqhd', '/m/0gd7ys', '/m/0418wg', '/m/05pw5x3', '/m/02pth35', '/m/0c34mt', '/m/0gydcp7', '/m/03176f', '/m/087623', '/m/05ft9h']",,
Robby Benson,1956-01-21,M,/m/041rx,1.78,/m/0cg31zb,/m/0h4_3dh,/m/030985,33.0,11.0,"['/m/05q87h', '/m/07l9r8', '/m/02fpqm', '/m/08y2l6', '/m/0cz85rc', '/m/0dfr5v', '/m/04n1k94', '/m/027chff', '/m/04n3c8_', '/m/04gp4lp', '/m/0_7w6', '/m/076y0hl']",,
Robert Armstrong,1890-11-20,M,,,/m/0hhzrp2,/m/0cd4x26,/m/08c1f5,20.0,,"['/m/07kjjj2', '/m/03mdbtn', '/m/043plhx', '/m/04g294c', '/m/03mdvrp', '/m/0gg61sf', '/m/0b6jrfq', '/m/06yx8g', '/m/02rjfz0', '/m/0kvfvj', '/m/0c1gy69', '/m/0b741h', '/m/09n9rmx', '/m/05qhp3', '/m/076tqj2', '/m/02q52p7', '/m/09rjzh_', '/m/0dgshvz', '/m/09vm0cj', '/m/0bf6t6', '/m/054dgmk']",,
Robert Barrat,1889-07-10,M,,,/m/0cgnbqb,/m/0lyx9kg,/m/06y7dm,17.0,,"['/m/03d687h', '/m/070x7_', '/m/052zqs', '/m/0289qqx', '/m/03d8jkx', '/m/07k5pz0', '/m/03gr5jr', '/m/0dxsfz', '/m/07k3wvr', '/m/04j1vs9', '/m/0b1d4p', '/m/02qs9h4']",,
Robert Beatty,1909-10-19,M,,,/m/0n5zwg0,/m/0n5zwg3,/m/02kfm5,44.0,34.0,"['/m/07kf220', '/m/064qb4m', '/m/08ct6', '/m/0cp0zcq', '/m/04gn010', '/m/06w2sxf', '/m/047c25h', '/m/04jc573', '/m/024mxd', '/m/04n2txp', '/m/04b7bs', '/m/0280rjy']",,
Robert Beltran,1953-11-19,M,,1.83,/m/03jq7rm,/m/02nwdkt,/m/02mmrf,27.0,28.0,"['/m/07dvtc', '/m/0gh87w3', '/m/05f9mbk', '/m/0kv7zn', '/m/02vt86f', '/m/0_816', '/m/077_8t', '/m/0gg5vgs', '/m/016z9n', '/m/044x9h']",,
Robert Benchley,1889-09-15,M,,,/m/02vcgjv,/m/0n62_gz,/m/03gph9,13.0,,"['/m/026z09s', '/m/0f_wbr', '/m/07kdmkj', '/m/080g8pz', '/m/027tcvt', '/m/07zbj7', '/m/0kt__4', '/m/05f17k', '/m/076x57y', '/m/07yxf2', '/m/0bbd7r', '/m/0c8sgm']",,
Robert Blake,1933-09-18,M,/m/0xnvg,1.63,/m/03jpdl6,/m/0h2vr38,/m/01jx92,53.0,11.0,"['/m/01wb95', '/m/0kv7x7', '/m/05z12j', '/m/01d259', '/m/0bhh9g', '/m/08zdy_', '/m/02vrr6j', '/m/02vptkn', '/m/026hy89', '/m/07khwht', '/m/0hndx7h']",,
Robert Carlyle,1961-04-14,M,/m/03lmx1,1.73,/m/02vbz2y,/m/0h36snw,/m/01wk3c,15.0,33.0,"['/m/061ffq', '/m/088rzc', '/m/03kmz8', '/m/03kmz8', '/m/09mddm', '/m/05wgvs', '/m/011yph', '/m/0164qt', '/m/0cnz15', '/m/0fhd04', '/m/0qf2t', '/m/09tcg4', '/m/02w90vl', '/m/0462y7m', '/m/05mzhmn', '/m/04dywb0', '/m/05c9zr', '/m/02qm15z', '/m/09_x3x', '/m/0bd3g7']",,
Robert Carradine,1954-03-24,M,,,/m/0jvmbs,/m/0hgdxst,/m/026qxz,40.0,17.0,"['/m/06qxsf', '/m/0450fn', '/m/0450f9', '/m/04799ss', '/m/03vj61', '/m/07s1nx', '/m/0p_qr', '/m/07d83t', '/m/0177rv', '/m/02z9kcz', '/m/07k9wjn', '/m/09ry5k6', '/m/04ssf', '/m/0jwt02g', '/m/0k2dg1c', '/m/03rpcm', '/m/02vqjnv', '/m/04j32zb', '/m/04y80fs', '/m/07mj6x', '/m/06r6nf', '/m/02vr3qj', '/m/04lff93', '/m/01y3vg', '/m/01cwjw', '/m/033v5p', '/m/04163s7', '/m/0kv2xd', '/m/0153xc', '/m/06k4hw', '/m/06_ggj']",,
Robert Coote,1909-02-04,M,,,/m/03lp7nx,/m/0hpnzsl,/m/080x3z,42.0,22.0,"['/m/0fmyf1', '/m/02qqlhv', '/m/06hhqq', '/m/09pgkt4', '/m/080gz3m', '/m/056lgv_', '/m/0cv52q', '/m/05zxjy7', '/m/0g7xmq', '/m/02rmws7', '/m/0283413', '/m/03swj7']",,
Robert Costanzo,1942-10-20,M,,,/m/0cg1q_0,/m/0h5pn32,/m/0g2c3f,31.0,35.0,"['/m/0fd4x', '/m/08_nnl', '/m/05znth0', '/m/04666r0', '/m/04ltcz', '/m/027_9n', '/m/09kq4h', '/m/0f50l', '/m/0cztlq', '/m/01t8m2', '/m/01zfzb', '/m/0byg59', '/m/086m54', '/m/0dbzqh', '/m/0410_99', '/m/0gkzqd0', '/m/0b6xcxb', '/m/027_pxd']",,
Robert Culp,1930-08-16,M,,1.87,/m/02tbjlb,/m/0lnm8m7,/m/03ltjx,47.0,33.0,"['/m/04qr6r', '/m/06h5k7', '/m/043n0bh', '/m/036f91', '/m/02rx108', '/m/067197', '/m/0ct1mh', '/m/02rz1h5', '/m/07l4_10', '/m/09kfh_', '/m/02pwpmx', '/m/04x1t3', '/m/09gmb5m', '/m/08s7v0', '/m/027chff', '/m/0kvg5n', '/m/07kdg00', '/m/02vqp_q']",,
Robert Cummings,1910-06-09,M,,1.77,/m/04zdqyf,/m/0hpmwhc,/m/04qxvw,52.0,5.0,"['/m/04q2v7c', '/m/0fqp51z', '/m/09pgh07', '/m/0kb44', '/m/08cphw', '/m/0b3y2_f', '/m/0b76c35', '/m/0cglm04', '/m/04wy2_', '/m/0463yk2', '/m/03hhbnx', '/m/05css_', '/m/02qb6gv', '/m/0ch2qv_', '/m/03h0zbm', '/m/04j1008', '/m/09pghft', '/m/047bsgc', '/m/0k7tq', '/m/03h45wq', '/m/079st_', '/m/026q9wf', '/m/03cwfc5', '/m/046557f', '/m/0b7gw9', '/m/07k58pb']",,
Robert Davi,1953-06-26,M,,1.88,/m/02vbz1_,/m/0h5s1s3,/m/02bcvd,30.0,27.0,"['/m/0dj0m5', '/m/01h3y_', '/m/08_nnl', '/m/02qnf4d', '/m/02xd2b', '/m/0p3_y', '/m/076q52', '/m/0ck5cz', '/m/09dq8d', '/m/0fp0mk', '/m/0bmk0zr', '/m/04y74zq', '/m/029v40', '/m/06jy_j', '/m/047cvy4', '/m/0djsl1', '/m/0n83s', '/m/0gmg530', '/m/09_sgt9', '/m/063_rt1', '/m/04s1p0', '/m/0mbql']",,
Robert De Niro,1943-08-17,M,/m/0xnvg,1.77,/m/0gxsd1c,/m/0h0tdml,/m/06cgy,44.0,25.0,"['/m/05q6jgk', '/m/040280', '/m/032wmm', '/m/0y_hb', '/m/09g8vhw', '/m/07gghl', '/m/0234j5', '/m/07nxvj', '/m/03h0gwh', '/m/0gvrnx_', '/m/047px22', '/m/0jsf6', '/m/07k3zl', '/m/05n8jx', '/m/015qnh', '/m/02t4w7', '/m/0fphf3v', '/m/01xbxn', '/m/03qdrd0', '/m/09fqgj', '/m/04fyc2', '/m/0h7yzp', '/m/087hr4', '/m/027tvnh', '/m/033hmj', '/m/0h6r5', '/m/028_yv', '/m/0bxsk', '/m/06w4_4z', '/m/0by17xn', '/m/033fqh', '/m/0hr4t14', '/m/07zzk8', '/m/0jwmp', '/m/04d5_k', '/m/0gg9lg2', '/m/04ssf', '/m/061bfx', '/m/02t9_q', '/m/0jqj5', '/m/05zn_3', '/m/04667qn', '/m/02r6fhw', '/m/04f0c75', '/m/0h95927', '/m/04khjx', '/m/084w8n', '/m/03nzcx', '/m/047ytl', '/m/07mpbj', '/m/02fttd', '/m/031t9l', '/m/06cm5', '/m/03s5lz', '/m/03tps5', '/m/07k67r', '/m/0n1s0', '/m/09v_zl', '/m/0b__g0s', '/m/01tvvm', '/m/016y_f', '/m/03bxw5', '/m/0417k8', '/m/07cw4', '/m/035xwd', '/m/02qjkdz', '/m/0gwvbxv', '/m/07s7gg4', '/m/07dvy7', '/m/02ll45', '/m/0992d9', '/m/08xlxr', '/m/02q7yfq', '/m/0g4lfl', '/m/04ltlj', '/m/0dm571']","['/m/032wmm', '/m/0y_hb', '/m/0gvrnx_', '/m/0jsf6', '/m/0h6r5', '/m/0hr4t14', '/m/02t9_q', '/m/0jqj5', '/m/0h95927', '/m/084w8n', '/m/03nzcx', '/m/06cm5', '/m/07k67r', '/m/016y_f', '/m/07cw4', '/m/0gwvbxv']","['/m/0jsf6', '/m/06cm5']"
Robert Douglas,1909-11-09,M,/m/02w7gg,1.78,/m/04_9j4s,/m/04_9j4v,/m/07m5k5,18.0,28.0,"['/m/0kv5ll', '/m/06zl9w', '/m/076x_pv', '/m/076x_pv', '/m/02x57g2', '/m/04_9hw8', '/m/0cc9ddf', '/m/0cc9ddf', '/m/04_9hzm', '/m/04p569', '/m/02x2885', '/m/064npnj', '/m/04_9h_4', '/m/0dn1wg', '/m/028bmk5', '/m/0gzvqs', '/m/0dsmmt', '/m/0bwgv11', '/m/0282gtd', '/m/0283413']",,
Robert Downey Jr.,1965-04-04,M,/m/041rx,1.75,/m/0jw7td,/m/0bnpfl1,/m/016z2j,30.0,17.0,"['/m/016z5x', '/m/08ll9g', '/m/05qbckf', '/m/05qbckf', '/m/0414j6', '/m/02q56mk', '/m/0d_z8w', '/m/0d7z7_', '/m/07vwm0', '/m/059rc', '/m/016z30', '/m/0drz_d', '/m/0g3g0y', '/m/0dnkmq', '/m/03hp2y1', '/m/03h5qb', '/m/0dlngsd', '/m/02vq583', '/m/04n52p6', '/m/063_j5', '/m/062zm5h', '/m/062zm5h', '/m/09kml0', '/m/08fckt', '/m/01j_lt', '/m/0bc1yhb', '/m/0bc1yhb', '/m/03clx9p', '/m/06_w90f', '/m/0kvd87', '/m/02rl4qq', '/m/08pv2d', '/m/0dzlbx', '/m/0dzlbx', '/m/08gykn', '/m/07626w', '/m/07yp85', '/m/0280m2w', '/m/026nvn_', '/m/05f742q', '/m/0g57n3s', '/m/0fvcx9', '/m/0cx37g', '/m/01hjxv', '/m/07vn_9', '/m/02ryz24', '/m/03cj29', '/m/0320fn', '/m/07w8fz', '/m/0372h4', '/m/06p_zf', '/m/0dwyxv', '/m/027lcnq', '/m/04_73f', '/m/05gjj1', '/m/0c6c4g', '/m/03h_yy']","['/m/016z5x', '/m/0dnkmq', '/m/0dzlbx', '/m/0dzlbx', '/m/02ryz24']",
Robert Duvall,1931-01-05,M,,1.74,/m/0k587g,/m/02nwp2y,/m/015c4g,50.0,31.0,"['/m/015wmt', '/m/03s44q', '/m/0fz8lt', '/m/027s5hf', '/m/06xz7w', '/m/0170qy', '/m/04x11s', '/m/0jsf6', '/m/0kvfby', '/m/0c17cr', '/m/03936g', '/m/061_ky', '/m/0gky16r', '/m/0g3g0y', '/m/02qcb_x', '/m/027ygy', '/m/0f1jm9', '/m/02pycz5', '/m/0bt3fx', '/m/06__m6', '/m/07l4zhn', '/m/04x4vj', '/m/047nxmg', '/m/0bh9g73', '/m/0sxhp', '/m/01wbx2', '/m/04j13sx', '/m/03d2q5g', '/m/0gw_7xk', '/m/0hmm7', '/m/0cc8620', '/m/0c38r9v', '/m/027dsq_', '/m/07g1sm', '/m/0466s8n', '/m/015gxt', '/m/08lr6s', '/m/08nhfc1', '/m/07npp8', '/m/0170v9', '/m/064j_6f', '/m/06zsk51', '/m/06plw2', '/m/0ccck7', '/m/0gx9rvq', '/m/08gykn', '/m/04cym1d', '/m/08gsgr', '/m/03gttvn', '/m/01q2nx', '/m/0pj5t', '/m/0pmjs', '/m/0f1yt5', '/m/05spvb', '/m/0gdrd7', '/m/0jzw', '/m/07nz_', '/m/04lyrw', '/m/0272144', '/m/0273rwy', '/m/0c_3nd', '/m/03cyb4', '/m/02_nsc', '/m/02qmjbc']","['/m/015wmt', '/m/0g3g0y', '/m/04x4vj', '/m/0sxhp', '/m/027dsq_', '/m/07g1sm', '/m/0170v9', '/m/04cym1d', '/m/01q2nx', '/m/0jzw']",['/m/0sxhp']
Robert Englund,1947-06-06,M,/m/065b6q,1.75,/m/0n3kpsg,/m/0n3kpsk,/m/02t901,38.0,27.0,"['/m/0hn8wrq', '/m/0g9zbfd', '/m/08md65', '/m/02vr3l1', '/m/0glp62l', '/m/0gjc4g7', '/m/09k6jsy', '/m/0bmg0dk', '/m/05p3kvf', '/m/0353tm', '/m/08md07', '/m/09g8c8b', '/m/02pnhk5', '/m/0csx7g', '/m/0d1h9c', '/m/08md6z', '/m/09rtw5l', '/m/02rzh9y', '/m/08ll52', '/m/02pl3jt', '/m/02rs7bg', '/m/04j23ls', '/m/08dl83', '/m/03rhhk', '/m/02w_t8t', '/m/02_2hl', '/m/0c03gvz', '/m/0h19f4', '/m/06rmdr', '/m/02brzs', '/m/02rbm5b', '/m/09gqrp', '/m/05b4cyw', '/m/0jwwt9g', '/m/08mczf']",,
Robert Forster,1941-07-13,M,,1.76,/m/0bd49d2,/m/0c1pjqk,/m/02t_tp,44.0,26.0,"['/m/0bbzkgx', '/m/0ch1_pm', '/m/0bbzzwz', '/m/0bj6zxw', '/m/0234j5', '/m/016g9c', '/m/0462xzb', '/m/04gpndv', '/m/07by0n', '/m/0466rvs', '/m/027ndzt', '/m/04b7hj', '/m/0c9t0y', '/m/0bmhvpr', '/m/03g_b58', '/m/04zzxlh', '/m/07bpjs', '/m/0ch0s8', '/m/0d9w08', '/m/028cd31', '/m/06rzwx', '/m/0571m', '/m/080gfw_', '/m/02rqj08', '/m/057xrx9', '/m/03yd_fy', '/m/07k5xft', '/m/0gg82kl', '/m/01y4gy', '/m/0d5049', '/m/08w677', '/m/018fct', '/m/07z985', '/m/0fv_7p', '/m/06kzhp', '/m/09gjzv4', '/m/09jkgs', '/m/0cwjsr', '/m/050mk5', '/m/0gy2x_1', '/m/0dngzz', '/m/0809v_r', '/m/027mwv2']","['/m/0234j5', '/m/0dngzz']",
Robert Foxworth,1941-11-01,M,,1.803,/m/03jr15_,/m/05xf6d,/m/034fqp,35.0,34.0,"['/m/0f14x4', '/m/043wvb', '/m/0872p_c', '/m/047csmy', '/m/04d_tqm', '/m/097q8s', '/m/026c7sp', '/m/06z8hq', '/m/05zlld0', '/m/05p23bw', '/m/03m76f8', '/m/05q7fg5', '/m/0bbvjhm', '/m/078sj4']",,
Robert Frazer,1891-06-29,M,,,/m/09h_gld,/m/0n5l_7_,/m/043jw46,25.0,,"['/m/026yf1d', '/m/01sspl', '/m/07k68tf', '/m/0gytf1s', '/m/0c0066y', '/m/08102w', '/m/09v82v7', '/m/07k831d', '/m/07kggxz', '/m/0bwl2nj', '/m/07kcbrs', '/m/0ch5f3g', '/m/05ggnq', '/m/05h702z', '/m/0g9vy7']",,
Robert Guillaume,1927-11-30,M,/m/0x67,1.78,/m/0bvbmc0,/m/0bvbmc3,/m/02xwq9,30.0,53.0,"['/m/06h5k7', '/m/043kvv5', '/m/05p9yny', '/m/0b8lyy', '/m/0m63c', '/m/0j_769f', '/m/06gh71', '/m/01sq_q', '/m/06zq7x5', '/m/01x5_f', '/m/055yv7', '/m/075tbj']",,
Robert Hardy,1925-10-29,M,,,/m/05bdt1r,/m/01lsl7,/m/016bpb,35.0,23.0,"['/m/03wgrd6', '/m/031786', '/m/031hcx', '/m/09k4pll', '/m/056tj0', '/m/089q33', '/m/031778', '/m/03177r', '/m/0chkrf', '/m/02k21t', '/m/0bb_l0q', '/m/011yg9', '/m/04ltlj']",,
Robert Hays,1947-07-24,M,,1.87,/m/0jt4nj,/m/02nwb0n,/m/04t4gf,28.0,32.0,"['/m/0ckt6', '/m/09v8bww', '/m/0323y3', '/m/02mgcm', '/m/07gm83', '/m/07gp58', '/m/05v0nd', '/m/09c8xy', '/m/02887y_', '/m/09gdgp6', '/m/04hr2d', '/m/04gkthc', '/m/0b2f_2']",,
Robert Homans,1877-11-08,M,,,/m/0gcg8x2,/m/0lgwkp2,/m/03mhn55,14.0,,"['/m/0cmdhf_', '/m/07xvxt', '/m/03csrky', '/m/076wr54', '/m/0c0066y', '/m/07kb06d', '/m/02r2kzp', '/m/080kq_g', '/m/076tywh', '/m/09n_zx', '/m/07s86l_']",,
Robert J. Wilke,1914-05-18,M,,,/m/0cg4zj8,/m/0hnryqz,/m/0f840k,40.0,23.0,"['/m/06hp9q', '/m/05c4642', '/m/06rq_4', '/m/0bc1mcn', '/m/0ft4b4', '/m/0dqg_9', '/m/0bm2g', '/m/09z7j2', '/m/0294zg', '/m/0bbv0qf', '/m/0jswp', '/m/026ydp0']",,
Robert John Burke,1960-09-12,M,,,/m/02vb9bm,/m/0h3w0g,/m/0fw0l9,20.0,32.0,"['/m/067p6m', '/m/0dfy12', '/m/0fghvz', '/m/03s6l2', '/m/0dy575', '/m/02nhxs', '/m/04fyc2', '/m/0by17xn', '/m/02ljhg', '/m/0fcw7d', '/m/0g3rwt', '/m/09c7rx', '/m/0gmflnt', '/m/07w8fz']",,
Robert Joy,1951-08-17,M,/m/044038p,1.78,/m/0lskkvd,/m/0lskkvh,/m/02ryhc,23.0,33.0,"['/m/03sy0h', '/m/09gbkyq', '/m/03mm31', '/m/06fht6', '/m/04bpzh', '/m/0dlyzx', '/m/03h4_fl', '/m/02862zk', '/m/026q8t0', '/m/09g4_3', '/m/07bt5m', '/m/03vnvn', '/m/0fkjkr', '/m/0b2f_2', '/m/04nlvl9', '/m/0c05__f', '/m/03pkmt', '/m/0b6xcxb']",,
